"id","users_id","descr","date","days","ip"
1,0,Отмечен администрацией сайта как «спамер».,"0",0,"23.94.166.26"
2,0,Отмечен администрацией сайта как «спамер».,"0",0,"85.239.36.81"
3,0,Отмечен администрацией сайта как «спамер».,"0",0,"193.178.169.166"
4,0,Отмечен администрацией сайта как «спамер».,"0",0,"154.38.152.122"
5,0,Отмечен администрацией сайта как «спамер».,"0",0,"165.231.168.59"
6,0,Отмечен администрацией сайта как «спамер».,"0",0,"46.3.2.80"
7,0,Отмечен администрацией сайта как «спамер».,"0",0,"46.3.133.107"
8,0,Отмечен администрацией сайта как «спамер».,"0",0,"185.210.216.178"
9,0,Отмечен администрацией сайта как «спамер».,"0",0,"149.126.221.161"
